ProductKey;ProductAlternateKey;ProductName;Category;SubCategory;Product Color;Product Size;Weight;ModelName;Description;Status
354;BK-M68S-42;Mountain-200 Silver, 42;Bikes;Mountain Bikes;Silver;42;23,77;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
355;BK-M68S-42;Mountain-200 Silver, 42;Bikes;Mountain Bikes;Silver;42;23,77;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
356;BK-M68S-46;Mountain-200 Silver, 46;Bikes;Mountain Bikes;Silver;46;24,13;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
357;BK-M68S-46;Mountain-200 Silver, 46;Bikes;Mountain Bikes;Silver;46;24,13;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
358;BK-M68B-38;Mountain-200 Black, 38;Bikes;Mountain Bikes;Black;38;23,35;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
359;BK-M68B-38;Mountain-200 Black, 38;Bikes;Mountain Bikes;Black;38;23,35;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
360;BK-M68B-42;Mountain-200 Black, 42;Bikes;Mountain Bikes;Black;42;23,77;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
361;BK-M68B-42;Mountain-200 Black, 42;Bikes;Mountain Bikes;Black;42;23,77;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
362;BK-M68B-46;Mountain-200 Black, 46;Bikes;Mountain Bikes;Black;46;24,13;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Not cur
363;BK-M68B-46;Mountain-200 Black, 46;Bikes;Mountain Bikes;Black;46;24,13;Mountain-200;Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.;Current
364;BK-M47B-38;Mountain-300 Black, 38;Bikes;Mountain Bikes;Black;38;25,35;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Not cur
365;BK-M47B-40;Mountain-300 Black, 40;Bikes;Mountain Bikes;Black;40;25,77;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Not cur
366;BK-M47B-44;Mountain-300 Black, 44;Bikes;Mountain Bikes;Black;44;26,13;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Not cur
367;BK-M47B-48;Mountain-300 Black, 48;Bikes;Mountain Bikes;Black;48;26,42;Mountain-300;For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.;Not cur
368;BK-R89R-44;Road-250 Red, 44;Components;Road Bikes;Red;44;14,77;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
369;BK-R89R-48;Road-250 Red, 48;Components;Road Bikes;Red;48;15,13;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
370;BK-R89R-52;Road-250 Red, 52;Components;Road Bikes;Red;52;15,42;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
371;BK-R89R-58;Road-250 Red, 58;Components;Road Bikes;Red;58;15,79;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
372;BK-R89R-58;Road-250 Red, 58;Components;Road Bikes;Red;58;15,79;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
373;BK-R89B-44;Road-250 Black, 44;Components;Road Bikes;Black;44;14,77;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
374;BK-R89B-44;Road-250 Black, 44;Components;Road Bikes;Black;44;14,77;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
375;BK-R89B-48;Road-250 Black, 48;Components;Road Bikes;Black;48;15,13;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
376;BK-R89B-48;Road-250 Black, 48;Components;Road Bikes;Black;48;15,13;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
377;BK-R89B-52;Road-250 Black, 52;Components;Road Bikes;Black;52;15,42;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
378;BK-R89B-52;Road-250 Black, 52;Components;Road Bikes;Black;52;15,42;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
379;BK-R89B-58;Road-250 Black, 58;Components;Road Bikes;Black;58;15,68;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Not cur
380;BK-R89B-58;Road-250 Black, 58;Components;Road Bikes;Black;58;15,68;Road-250;Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.;Current
381;BK-R64Y-38;Road-550-W Yellow, 38;Components;Road Bikes;Yellow;38;17,35;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Not cur
382;BK-R64Y-38;Road-550-W Yellow, 38;Components;Road Bikes;Yellow;38;17,35;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
383;BK-R64Y-40;Road-550-W Yellow, 40;Components;Road Bikes;Yellow;40;17,77;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Not cur
384;BK-R64Y-40;Road-550-W Yellow, 40;Components;Road Bikes;Yellow;40;17,77;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
385;BK-R64Y-42;Road-550-W Yellow, 42;Components;Road Bikes;Yellow;42;18,13;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Not cur
386;BK-R64Y-42;Road-550-W Yellow, 42;Components;Road Bikes;Yellow;42;18,13;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
387;BK-R64Y-44;Road-550-W Yellow, 44;Components;Road Bikes;Yellow;44;18,42;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Not cur
388;BK-R64Y-44;Road-550-W Yellow, 44;Components;Road Bikes;Yellow;44;18,42;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
389;BK-R64Y-48;Road-550-W Yellow, 48;Components;Road Bikes;Yellow;48;18,68;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Not cur
390;BK-R64Y-48;Road-550-W Yellow, 48;Components;Road Bikes;Yellow;48;18,68;Road-550-W;Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.;Current
391;FK-1639;LL Fork;Uncategorized;Forks;NA;Unsized;NULL;LL Fork;Stout design absorbs shock and offers more precise steering.;Not cur
392;FK-5136;ML Fork;Uncategorized;Forks;NA;Unsized;NULL;ML Fork;Composite road fork with an aluminum steerer tube.;Not cur
393;FK-9939;HL Fork;Uncategorized;Forks;NA;Unsized;NULL;HL Fork;High-performance carbon road fork with curved legs.;Not cur
394;HS-0296;LL Headset;Uncategorized;Headsets;NA;Unsized;NULL;LL Headset;Threadless headset provides quality at an economical price.;Not cur
395;HS-2451;ML Headset;Uncategorized;Headsets;NA;Unsized;NULL;ML Headset;Sealed cartridge keeps dirt out.;Not cur
396;HS-3479;HL Headset;Uncategorized;Headsets;NA;Unsized;NULL;HL Headset;"High-quality 1"" threadless headset with a grease port for quick lubrication.";Not cur
397;HB-M243;LL Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;LL Mountain Handlebars;All-purpose bar for on or off-road.;Not cur
398;HB-M243;LL Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;LL Mountain Handlebars;All-purpose bar for on or off-road.;Current
399;HB-M763;ML Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Not cur
400;HB-M763;ML Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;ML Mountain Handlebars;Tough aluminum alloy bars for downhill.;Current
401;HB-M918;HL Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Not cur
402;HB-M918;HL Mountain Handlebars;Accessories;Handlebars;NA;Unsized;NULL;HL Mountain Handlebars;Flat bar strong enough for the pro circuit.;Current
403;HB-R504;LL Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;LL Road Handlebars;Unique shape provides easier reach to the levers.;Not cur
404;HB-R504;LL Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;LL Road Handlebars;Unique shape provides easier reach to the levers.;Current
405;HB-R720;ML Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Not cur
406;HB-R720;ML Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;ML Road Handlebars;Anatomically shaped aluminum tube bar will suit all riders.;Current
407;HB-R956;HL Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Not cur
408;HB-R956;HL Road Handlebars;Accessories;Handlebars;NA;Unsized;NULL;HL Road Handlebars;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";Current
409;FR-M63B-38;ML Mountain Frame - Black, 38;Uncategorized;Mountain Frames;Black;38;2,73;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Not cur
410;FW-M423;LL Mountain Front Wheel;Uncategorized;Wheels;Black;Unsized;NULL;LL Mountain Front Wheel;Replacement mountain wheel for entry-level rider.;Not cur
411;FW-M762;ML Mountain Front Wheel;Uncategorized;Wheels;Black;Unsized;NULL;ML Mountain Front Wheel;Replacement mountain wheel for the casual to serious rider.;Not cur
412;FW-M928;HL Mountain Front Wheel;Uncategorized;Wheels;Black;Unsized;NULL;HL Mountain Front Wheel;High-performance mountain replacement wheel.;Not cur
413;FW-R623;LL Road Front Wheel;Uncategorized;Wheels;Black;Unsized;900;LL Road Front Wheel;Replacement road front wheel for entry-level cyclist.;Not cur
414;FW-R762;ML Road Front Wheel;Uncategorized;Wheels;Black;Unsized;850;ML Road Front Wheel;Sturdy alloy features a quick-release hub.;Not cur
415;FW-R820;HL Road Front Wheel;Uncategorized;Wheels;Black;Unsized;650;HL Road Front Wheel;Strong wheel with double-walled rim.;Not cur
416;FW-T905;Touring Front Wheel;Uncategorized;Wheels;Black;Unsized;NULL;Touring Front Wheel;Aerodynamic rims for smooth riding.;Not cur
417;FR-R72Y-38;ML Road Frame-W - Yellow, 38;Uncategorized;Road Frames;Yellow;38;2,18;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Not cur
418;FR-R72Y-38;ML Road Frame-W - Yellow, 38;Uncategorized;Road Frames;Yellow;38;2,18;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
419;RW-M423;LL Mountain Rear Wheel;Uncategorized;Wheels;Black;Unsized;NULL;LL Mountain Rear Wheel;Replacement mountain wheel for entry-level rider.;Not cur
420;RW-M762;ML Mountain Rear Wheel;Uncategorized;Wheels;Black;Unsized;NULL;ML Mountain Rear Wheel;Replacement mountain wheel for the casual to serious rider.;Not cur
421;RW-M928;HL Mountain Rear Wheel;Uncategorized;Wheels;Black;Unsized;NULL;HL Mountain Rear Wheel;High-performance mountain replacement wheel.;Not cur
422;RW-R623;LL Road Rear Wheel;Uncategorized;Wheels;Black;Unsized;1050;LL Road Rear Wheel;Replacement road rear wheel for entry-level cyclist.;Not cur
423;RW-R762;ML Road Rear Wheel;Uncategorized;Wheels;Black;Unsized;1000;ML Road Rear Wheel;"Aluminum alloy rim with stainless steel spokes; built for speed.";Not cur
424;RW-R820;HL Road Rear Wheel;Uncategorized;Wheels;Black;Unsized;890;HL Road Rear Wheel;Strong rear wheel with double-walled rim.;Not cur
425;RW-T905;Touring Rear Wheel;Uncategorized;Wheels;Black;Unsized;NULL;Touring Rear Wheel;Excellent aerodynamic rims guarantee a smooth ride.;Not cur
426;FR-M63B-40;ML Mountain Frame - Black, 40;Uncategorized;Mountain Frames;Black;40;2,77;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Not cur
427;FR-M63B-44;ML Mountain Frame - Black, 44;Uncategorized;Mountain Frames;Black;44;2,81;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Not cur
428;FR-M63B-48;ML Mountain Frame - Black, 48;Uncategorized;Mountain Frames;Black;48;2,85;ML Mountain Frame;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.;Not cur
429;FR-R72Y-40;ML Road Frame-W - Yellow, 40;Uncategorized;Road Frames;Yellow;40;2,22;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Not cur
430;FR-R72Y-40;ML Road Frame-W - Yellow, 40;Uncategorized;Road Frames;Yellow;40;2,22;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
431;FR-R72Y-42;ML Road Frame-W - Yellow, 42;Uncategorized;Road Frames;Yellow;42;2,26;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Not cur
432;FR-R72Y-42;ML Road Frame-W - Yellow, 42;Uncategorized;Road Frames;Yellow;42;2,26;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
433;FR-R72Y-44;ML Road Frame-W - Yellow, 44;Uncategorized;Road Frames;Yellow;44;2,3;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Not cur
434;FR-R72Y-44;ML Road Frame-W - Yellow, 44;Uncategorized;Road Frames;Yellow;44;2,3;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
435;FR-R72Y-48;ML Road Frame-W - Yellow, 48;Uncategorized;Road Frames;Yellow;48;2,34;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Not cur
436;FR-R72Y-48;ML Road Frame-W - Yellow, 48;Uncategorized;Road Frames;Yellow;48;2,34;ML Road Frame-W;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Current
437;FR-R92B-62;HL Road Frame - Black, 62;Uncategorized;Road Frames;Black;62;2,3;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
438;FR-R92B-62;HL Road Frame - Black, 62;Uncategorized;Road Frames;Black;62;2,3;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
439;FR-R92B-44;HL Road Frame - Black, 44;Uncategorized;Road Frames;Black;44;2,12;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
440;FR-R92B-44;HL Road Frame - Black, 44;Uncategorized;Road Frames;Black;44;2,12;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
441;FR-R92B-48;HL Road Frame - Black, 48;Uncategorized;Road Frames;Black;48;2,16;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
442;FR-R92B-48;HL Road Frame - Black, 48;Uncategorized;Road Frames;Black;48;2,16;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
443;FR-R92B-52;HL Road Frame - Black, 52;Uncategorized;Road Frames;Black;52;2,2;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Not cur
444;FR-R92B-52;HL Road Frame - Black, 52;Uncategorized;Road Frames;Black;52;2,2;HL Road Frame;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Current
445;SH-M897-S;Men's Sports Shorts, S;Uncategorized;Shorts;Black;S;NULL;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Not cur
446;PA-T100;Touring-Panniers, Large;Uncategorized;Panniers;Grey;Unsized;NULL;Touring-Panniers;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;Not cur
447;LO-C100;Cable Lock;Uncategorized;Locks;NA;Unsized;NULL;Cable Lock;Wraps to fit front and rear tires, carrier and 2 keys included.;Not cur
448;PU-0452;Minipump;Uncategorized;Pumps;NA;Unsized;NULL;Minipump;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;Not cur
449;PU-M044;Mountain Pump;Uncategorized;Pumps;NA;Unsized;NULL;Mountain Pump;Simple and light-weight. Emergency patches stored in handle.;Not cur
450;LT-T990;Taillights - Battery-Powered;Uncategorized;Lights;NA;Unsized;NULL;Taillight;Affordable light for safe night riding - uses 3 AAA batteries;Not cur
451;LT-H902;Headlights - Dual-Beam;Uncategorized;Lights;NA;Unsized;NULL;Headlights - Dual-Beam;Rechargeable dual-beam headlight.;Not cur
452;LT-H903;Headlights - Weatherproof;Uncategorized;Lights;NA;Unsized;NULL;Headlights - Weatherproof;Rugged weatherproof headlight.;Not cur
453;SH-M897-M;Men's Sports Shorts, M;Uncategorized;Shorts;Black;M;NULL;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Not cur
454;SH-M897-L;Men's Sports Shorts, L;Uncategorized;Shorts;Black;L;NULL;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Not cur
455;SH-M897-X;Men's Sports Shorts, XL;Uncategorized;Shorts;Black;XL;NULL;Men's Sports Shorts;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Not cur
456;TG-W091-S;Women's Tights, S;Uncategorized;Tights;Black;S;NULL;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Not cur
457;TG-W091-M;Women's Tights, M;Uncategorized;Tights;Black;M;NULL;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Not cur
458;TG-W091-L;Women's Tights, L;Uncategorized;Tights;Black;L;NULL;Women's Tights;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Not cur
459;SB-M891-S;Men's Bib-Shorts, S;Uncategorized;Bib-Shorts;Multi;S;NULL;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Not cur
460;SB-M891-M;Men's Bib-Shorts, M;Uncategorized;Bib-Shorts;Multi;M;NULL;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Not cur
461;SB-M891-L;Men's Bib-Shorts, L;Uncategorized;Bib-Shorts;Multi;L;NULL;Men's Bib-Shorts;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Not cur
462;GL-H102-S;Half-Finger Gloves, S;Uncategorized;Gloves;Black;S;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Not cur
463;GL-H102-S;Half-Finger Gloves, S;Uncategorized;Gloves;Black;S;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Current
464;GL-H102-M;Half-Finger Gloves, M;Uncategorized;Gloves;Black;M;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Not cur
465;GL-H102-M;Half-Finger Gloves, M;Uncategorized;Gloves;Black;M;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Current
466;GL-H102-L;Half-Finger Gloves, L;Uncategorized;Gloves;Black;L;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Not cur
467;GL-H102-L;Half-Finger Gloves, L;Uncategorized;Gloves;Black;L;NULL;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Current
468;GL-F110-S;Full-Finger Gloves, S;Uncategorized;Gloves;Black;S;NULL;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Not cur
469;GL-F110-M;Full-Finger Gloves, M;Uncategorized;Gloves;Black;M;NULL;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Not cur
470;GL-F110-L;Full-Finger Gloves, L;Uncategorized;Gloves;Black;L;NULL;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Not cur
471;VE-C304-S;Classic Vest, S;Uncategorized;Vests;Blue;S;NULL;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Current
472;VE-C304-M;Classic Vest, M;Uncategorized;Vests;Blue;M;NULL;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Current
473;VE-C304-L;Classic Vest, L;Uncategorized;Vests;Blue;L;NULL;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Current
474;SH-W890-S;Women's Mountain Shorts, S;Uncategorized;Shorts;Black;S;NULL;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Current
475;SH-W890-M;Women's Mountain Shorts, M;Uncategorized;Shorts;Black;M;NULL;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Current
476;SH-W890-L;Women's Mountain Shorts, L;Uncategorized;Shorts;Black;L;NULL;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Current
477;WB-H098;Water Bottle - 30 oz.;Uncategorized;Bottles and Cages;NA;Unsized;NULL;Water Bottle;"AWC logo water bottle - holds 30 oz; leak-proof.";Current
478;BC-M005;Mountain Bottle Cage;Uncategorized;Bottles and Cages;NA;Unsized;NULL;Mountain Bottle Cage;Tough aluminum cage holds bottle securly on tough terrain.;Current
479;BC-R205;Road Bottle Cage;Uncategorized;Bottles and Cages;NA;Unsized;NULL;Road Bottle Cage;"Aluminum cage is lighter than our mountain version; perfect for long distance trips.";Current
480;PK-7098;Patch Kit/8 Patches;Uncategorized;Tires and Tubes;NA;Unsized;NULL;Patch kit;Includes 8 different size patches, glue and sandpaper.;Current
481;SO-R809-M;Racing Socks, M;Uncategorized;Socks;White;M;NULL;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;Current
482;SO-R809-L;Racing Socks, L;Uncategorized;Socks;White;L;NULL;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;Current
483;RA-H123;Hitch Rack - 4-Bike;Uncategorized;Bike Racks;NA;Unsized;NULL;Hitch Rack - 4-Bike;"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";Current
484;CL-9009;Bike Wash - Dissolver;Uncategorized;Cleaners;NA;Unsized;NULL;Bike Wash;"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";Current
485;FE-6654;Fender Set - Mountain;Uncategorized;Fenders;NA;Unsized;NULL;Fender Set - Mountain;Clip-on fenders fit most mountain bikes.;Current
486;ST-1401;All-Purpose Bike Stand;Uncategorized;Bike Stands;NA;Unsized;NULL;All-Purpose Bike Stand;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;Current
487;HY-1023-70;Hydration Pack - 70 oz.;Uncategorized;Hydration Packs;Silver;70;NULL;Hydration Pack;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;Current
488;SJ-0194-S;Short-Sleeve Classic Jersey, S;Uncategorized;Jerseys;Yellow;S;NULL;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Current
489;SJ-0194-M;Short-Sleeve Classic Jersey, M;Uncategorized;Jerseys;Yellow;M;NULL;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Current
490;SJ-0194-L;Short-Sleeve Classic Jersey, L;Uncategorized;Jerseys;Yellow;L;NULL;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Current
491;SJ-0194-X;Short-Sleeve Classic Jersey, XL;Uncategorized;Jerseys;Yellow;XL;NULL;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Current
492;FR-T98Y-60;HL Touring Frame - Yellow, 60;Uncategorized;Touring Frames;Yellow;60;3,08;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
493;FR-T67Y-62;LL Touring Frame - Yellow, 62;Uncategorized;Touring Frames;Yellow;62;3,2;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Current
494;FR-T98Y-46;HL Touring Frame - Yellow, 46;Uncategorized;Touring Frames;Yellow;46;2,96;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
495;FR-T98Y-50;HL Touring Frame - Yellow, 50;Uncategorized;Touring Frames;Yellow;50;3;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
496;FR-T98Y-54;HL Touring Frame - Yellow, 54;Uncategorized;Touring Frames;Yellow;54;3,04;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
497;FR-T98U-46;HL Touring Frame - Blue, 46;Uncategorized;Touring Frames;Blue;46;2,96;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
498;FR-T98U-50;HL Touring Frame - Blue, 50;Uncategorized;Touring Frames;Blue;50;3;HL Touring Frame;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Current
